load_1_0;load_2_1;load_3_2;load_4_3;load_5_4;load_8_5;load_9_6;load_10_7;load_11_8;load_12_9;load_13_10
24.38;101.72;52.53;8.74;13.27;33.65;10.36;4.31;7.01;15.21;16.94
25.20;103.37;55.53;9.03;13.72;36.02;10.59;4.35;7.14;15.83;17.62
26.18;109.40;57.04;9.47;14.26;36.93;11.10;4.56;7.60;16.48;18.23
26.69;109.61;58.47;9.33;14.29;37.68;11.10;4.61;7.56;16.77;18.31
27.57;112.11;59.77;9.88;14.76;37.69;11.83;4.88;7.93;17.32;18.91
27.80;115.90;59.56;10.13;14.70;38.92;11.99;4.82;7.91;17.30;19.52
28.63;117.79;61.68;10.26;15.33;39.52;12.03;4.94;8.11;17.86;19.76
29.18;119.56;62.63;10.37;15.30;40.33;12.06;5.06;8.43;18.67;20.23
28.69;121.17;63.13;10.30;15.39;40.69;12.39;5.09;8.35;18.39;20.35
27.04;112.48;59.39;9.75;14.57;38.89;11.48;4.94;7.90;17.29;19.14
28.16;116.67;60.71;9.89;15.02;38.55;11.89;4.88;8.01;17.78;19.15
27.61;116.71;61.49;9.91;15.19;39.66;11.92;5.02;7.78;17.57;19.45
27.99;115.09;61.37;10.17;14.93;38.53;11.80;4.89;8.03;17.57;18.83
24.88;103.92;54.96;9.05;13.34;35.39;10.74;4.41;7.24;15.61;17.30
24.45;100.64;53.15;8.80;12.93;33.69;10.22;4.35;6.85;15.11;16.52
23.22;100.82;52.76;8.67;12.84;33.07;10.27;4.17;6.85;14.98;16.48
23.91;98.35;53.64;8.62;12.71;33.29;10.34;4.09;6.89;14.97;16.48
22.98;96.96;50.28;8.24;12.06;32.66;9.99;4.02;6.49;14.53;15.66
23.14;95.69;50.75;8.20;12.25;32.07;9.76;4.05;6.64;14.63;15.88
23.12;97.57;51.63;8.45;12.57;32.73;10.14;4.12;6.55;14.68;16.37
22.94;96.92;51.79;8.56;12.37;33.29;10.15;4.12;6.66;14.80;16.28
22.14;94.83;50.25;8.09;11.93;31.75;9.60;3.94;6.47;14.36;15.57
22.00;89.99;48.56;7.93;11.79;30.23;9.32;3.87;6.24;13.68;14.87
21.22;89.88;47.05;7.59;11.24;30.34;9.03;3.75;6.05;13.35;14.79
20.69;85.41;46.11;7.37;11.05;29.10;8.98;3.68;5.86;13.04;14.36
19.93;82.97;43.02;7.12;10.46;28.14;8.48;3.43;5.68;12.81;13.35
19.77;82.63;43.45;6.98;10.61;27.76;8.44;3.45;5.53;12.52;13.70
20.45;85.76;44.21;7.25;10.73;28.25;8.53;3.49;5.69;12.75;13.58
19.97;86.91;44.20;7.12;10.73;28.20;8.78;3.51;5.73;12.76;13.87
19.20;79.63;43.11;6.84;10.04;27.11;8.35;3.38;5.42;12.35;13.42
19.77;82.02;44.85;7.14;10.71;28.19;8.51;3.48;5.68;12.91;13.73
19.60;83.54;43.35;6.95;10.39;27.82;8.49;3.43;5.60;12.73;13.64
18.69;77.88;41.02;6.62;9.85;26.07;7.90;3.23;5.27;11.89;12.74
18.98;78.66;41.57;6.64;9.83;26.48;8.02;3.28;5.26;12.08;12.85
18.55;78.66;41.05;6.70;9.88;26.71;7.99;3.26;5.24;12.02;13.05
18.74;78.14;40.92;6.71;9.89;26.48;7.99;3.27;5.24;11.95;12.64
18.82;78.50;42.71;6.83;10.06;26.95;8.14;3.24;5.34;12.16;13.39
22.41;92.64;49.69;7.99;11.93;31.23;9.65;3.94;6.43;14.32;15.25
22.91;97.19;49.45;8.21;12.15;32.50;9.91;3.94;6.50;14.81;15.45
22.68;99.41;51.16;8.28;12.36;33.00;9.78;3.98;6.45;14.72;15.80
23.42;98.50;52.22;8.58;12.31;32.87;10.00;4.07;6.71;15.06;15.94
25.90;109.80;57.88;9.36;13.50;36.60;11.19;4.50;7.17;16.66;17.63
26.49;112.91;59.55;9.59;14.26;37.34;11.48;4.67;7.44;16.91;18.04
26.74;114.35;59.12;9.66;14.06;37.03;11.30;4.64;7.41;17.07;18.07
27.28;115.39;59.43;9.61;14.34;38.17;11.78;4.74;7.68;17.29;18.31
27.18;115.60;61.38;9.75;14.43;38.62;11.83;4.68;7.67;17.82;18.60
27.64;117.66;61.20;10.13;14.74;39.22;11.98;4.87;7.76;17.50;19.08
28.19;119.72;63.33;10.02;14.83;39.02;12.16;4.94;7.88;18.04;19.37
28.73;121.65;63.39;10.12;14.97;40.73;12.41;4.99;7.96;18.07;19.56
29.30;123.16;64.83;10.23;15.62;40.50;12.30;5.11;8.02;18.25;19.77
28.93;124.42;64.88;10.53;15.31;41.15;12.78;5.06;8.29;18.82;20.22
29.65;126.39;65.82;10.64;15.46;41.00;12.91;5.11;8.09;19.29;20.29
29.73;125.31;65.98;10.48;15.86;41.77;12.74;4.96;8.21;18.83;20.53
28.96;125.86;65.12;10.31;15.40;41.81;12.85;5.09;8.19;19.07;19.92
29.35;125.35;64.80;10.49;15.60;40.56;12.76;5.10;8.22;18.72;19.85
28.88;124.48;63.08;10.37;15.28;40.65;12.62;4.91;8.13;18.78;19.77
28.77;121.92;63.40;10.33;15.36;40.36;12.71;4.89;7.96;18.57;19.41
27.55;118.65;60.33;9.81;14.38;38.97;12.09;4.70;7.66;17.47;18.95
25.54;108.38;55.55;9.05;13.52;34.97;10.79;4.34;6.94;16.37;17.24
24.79;105.38;53.85;8.79;13.31;34.80;10.62;4.40;6.96;15.75;16.73
23.84;104.16;53.95;8.67;13.01;34.08;10.48;4.21;6.74;15.90;16.38
21.88;95.84;49.56;7.99;11.49;31.07;9.52;3.83;6.13;14.11;14.99
20.73;90.41;47.49;7.60;11.04;29.27;9.06;3.54;5.94;13.23;14.37
19.57;82.97;42.97;7.00;10.26;27.34;8.34;3.36;5.37;12.56;13.33
18.17;78.18;40.76;6.60;9.67;25.13;7.86;3.07;4.97;11.57;12.65
17.14;73.91;38.76;6.20;9.22;24.29;7.49;3.01;4.82;11.03;11.97
15.94;70.03;36.06;5.80;8.61;22.94;6.92;2.82;4.51;10.38;11.19
15.30;66.95;33.85;5.45;8.10;21.13;6.66;2.65;4.17;9.92;10.68
23.85;104.02;54.13;8.72;12.96;34.51;10.53;4.24;6.66;15.62;16.47
23.86;105.39;52.87;8.63;12.59;33.81;10.55;4.20;6.59;15.11;16.43
23.88;103.42;52.01;8.51;12.41;33.92;10.28;4.02;6.38;15.13;16.19
23.61;103.56;52.62;8.75;12.83;33.20;10.31;4.20;6.71;15.10;16.30
24.41;104.80;53.56;8.74;12.75;33.76;10.44;4.13;6.68;15.30;17.00
23.94;103.96;52.99;8.57;12.62;33.34;10.36;4.05;6.55;15.24;16.43
23.01;101.63;51.34;8.32;12.14;31.91;10.06;3.93;6.36;14.57;15.72
23.69;101.76;51.23;8.29;12.02;32.44;10.04;3.97;6.42;14.94;15.99
23.13;99.38;51.49;8.25;12.09;32.08;10.00;4.07;6.28;14.76;15.92
23.60;103.76;52.41;8.42;12.57;33.44;10.32;4.15;6.52;15.42;16.48
24.13;102.75;52.69;8.64;12.84;33.73;10.56;4.20;6.60;15.48;16.32
23.88;100.96;51.90;8.51;12.53;32.98;10.40;4.02;6.38;15.01;16.31
23.60;102.15;52.48;8.45;12.33;32.76;9.86;3.99;6.34;14.56;15.85
23.72;101.78;50.78;8.29;12.09;31.89;9.90;4.03;6.33;14.51;15.89
23.16;99.16;51.23;7.99;11.98;31.49;9.93;3.88;6.28;14.26;15.52
22.78;99.40;50.21;8.16;12.01;31.74;9.86;3.97;6.12;14.51;15.87
23.49;98.81;50.79;8.22;12.03;32.05;9.95;3.93;6.36;14.35;16.20
23.70;101.62;51.10;8.21;12.25;32.02;10.06;3.93;6.24;14.68;16.07
23.54;99.29;50.04;8.42;11.94;31.62;9.89;3.98;6.26;14.10;16.04
23.34;100.43;50.90;8.35;12.01;31.91;9.95;4.00;6.29;14.53;16.13
23.72;100.68;49.49;8.29;12.37;31.44;9.99;3.97;6.24;14.64;15.55
24.27;105.07;52.71;8.44;12.37;32.59;10.17;4.05;6.36;14.68;16.41
24.14;106.58;53.58;8.48;12.72;32.50;10.48;4.12;6.59;14.84;16.61
25.23;109.27;53.80;8.73;12.79;33.48;10.28;4.18;6.58;15.42;17.34
25.10;109.96;54.86;8.72;12.79;33.47;10.52;4.18;6.69;15.54;17.33
27.24;118.04;59.60;9.46;13.94;35.94;11.38;4.48;7.16;16.50;18.67
27.72;123.69;60.73;9.90;14.26;37.10;11.88;4.75;7.39;17.16;19.27
28.08;124.11;62.65;9.93;14.70;38.02;12.05;4.77;7.42;17.35;19.74
29.52;129.17;63.29;10.39;15.04;39.37;12.17;4.92;7.65;17.91;20.37
29.83;129.17;64.86;10.40;15.60;40.36;12.45;4.93;7.80;17.92;20.80
31.28;133.23;67.54;11.09;16.35;42.37;13.22;5.12;8.25;18.91;21.61
30.94;138.65;67.69;10.93;16.46;42.43;13.20;5.25;8.09;19.02;21.43
31.11;135.45;67.02;11.31;16.40;42.42;13.15;5.23;8.34;18.66;21.63
30.98;134.67;68.70;11.47;16.35;43.46;13.34;5.31;8.61;19.36;22.23
32.74;140.12;72.46;11.79;17.61;44.09;13.82;5.53;8.73;19.64;22.70
32.42;141.37;69.81;11.68;17.23;44.98;14.02;5.55;8.91;20.30;22.49
29.55;130.17;66.36;10.75;16.12;41.91;13.17;5.24;8.19;18.94;21.09
30.09;133.11;66.69;10.98;16.67;42.70;13.56;5.29;8.40;19.25;21.42
30.36;132.27;65.46;10.98;16.67;44.04;13.42;5.29;8.54;19.24;20.87
30.97;135.59;69.10;11.29;17.07;44.46;13.90;5.51;8.81;19.96;21.75
30.61;131.78;66.91;11.24;16.25;43.07;13.81;5.28;8.94;19.91;21.53
32.82;142.49;71.24;11.80;17.56;46.20;14.39;5.76;9.36;21.01;23.03
31.81;137.18;71.39;11.80;17.56;46.35;14.54;5.76;9.50;21.30;22.74
32.02;142.71;71.06;11.55;17.84;46.64;14.91;5.85;9.50;21.35;23.10
32.13;140.93;71.18;11.82;17.87;46.54;14.55;5.76;9.51;21.61;22.62
30.61;137.25;68.21;11.32;17.05;44.59;14.12;5.59;9.22;20.96;21.94
31.82;138.61;68.31;11.46;17.40;44.27;14.29;5.66;9.33;20.79;22.49
31.25;137.86;68.07;11.56;17.12;44.95;14.41;5.85;9.42;21.26;22.26
31.05;138.87;69.22;11.39;17.09;45.86;14.24;5.55;9.40;21.36;21.93
32.01;137.75;70.11;11.59;17.38;45.77;14.34;5.65;9.42;21.44;22.31
30.88;135.62;68.02;11.38;17.08;44.26;13.95;5.69;9.25;20.78;22.06
31.24;136.10;67.62;11.27;17.12;44.22;14.12;5.56;9.13;20.54;21.97
30.48;137.45;68.87;11.36;17.40;44.28;14.09;5.75;9.35;20.70;22.14
30.95;135.80;67.54;11.57;17.21;44.40;14.32;5.64;9.40;20.68;21.98
31.49;137.05;69.55;11.37;17.20;44.76;14.29;5.69;9.33;21.00;22.60
31.18;139.06;67.48;11.56;16.98;44.94;14.05;5.56;9.37;20.79;22.40
30.49;136.78;67.08;11.18;16.99;43.85;14.08;5.52;9.29;20.91;22.07
31.09;135.74;68.54;11.25;17.02;45.30;14.06;5.77;9.33;20.58;22.35
31.39;137.93;69.48;11.16;17.11;44.78;14.43;5.80;9.37;20.98;22.62
31.40;136.91;67.41;11.61;17.41;44.35;14.14;5.66;9.08;20.98;22.32
30.85;134.35;67.54;11.11;16.81;44.00;13.89;5.41;9.06;20.32;21.64
32.22;144.05;69.86;11.77;17.97;45.54;14.71;5.89;9.60;21.53;23.54
29.06;130.27;63.79;10.77;16.16;41.96;13.47;5.39;8.79;19.28;21.40
29.79;130.91;64.88;10.60;16.04;42.40;13.18;5.44;8.88;19.48;21.20
30.10;131.95;65.17;11.25;16.51;42.81;13.44;5.41;8.77;20.02;21.48
31.61;141.00;68.89;11.51;17.64;45.26;14.27;5.68;9.21;20.71;22.71
31.97;141.44;68.77;11.54;17.47;45.69;14.50;5.77;9.51;20.90;22.77
32.05;143.67;70.66;11.73;17.51;45.49;14.54;5.63;9.38;20.95;22.98
32.49;139.14;68.09;11.35;17.10;45.08;14.15;5.75;9.33;20.68;22.70
32.51;140.58;69.89;11.62;17.43;45.55;14.29;5.81;9.11;20.89;22.46
32.21;145.26;68.21;11.37;17.53;44.84;14.37;5.68;9.32;21.16;22.58
32.93;147.00;71.65;11.57;17.99;46.11;14.30;5.78;9.64;21.05;23.13
32.38;145.29;68.94;11.76;18.04;46.07;14.50;5.80;9.50;21.10;23.20
32.25;146.99;70.87;11.79;17.68;46.32;14.57;5.73;9.66;21.61;23.57
33.17;147.70;71.95;11.88;18.15;47.20;14.69;5.94;9.57;21.62;23.76
33.85;150.45;72.43;12.19;18.45;48.23;15.23;6.09;9.98;22.34;24.37
33.89;150.63;73.70;12.37;18.47;48.12;15.08;5.93;10.00;21.86;24.40
31.98;144.31;69.69;11.97;18.20;47.06;14.76;5.90;9.51;21.48;23.29
32.96;148.00;72.02;11.87;17.80;47.14;14.50;5.93;9.89;21.43;23.57
32.57;145.99;70.54;11.95;17.84;45.34;14.57;5.73;9.82;21.60;23.90
33.05;146.10;71.01;11.94;18.00;47.12;14.89;5.89;9.65;21.92;24.05
32.42;144.30;70.08;11.60;17.48;45.93;14.62;5.72;9.53;20.98;23.68
31.92;142.47;69.82;11.64;17.45;45.92;14.15;5.66;9.44;20.91;23.43
30.99;140.84;68.88;11.35;17.34;46.03;14.27;5.68;9.36;20.86;22.86
31.46;144.68;68.94;11.72;17.27;45.50;14.19;5.71;9.56;21.44;22.67
33.93;151.81;72.37;12.22;18.65;47.44;15.12;5.95;9.81;22.03;23.80
34.00;150.51;72.03;12.25;18.53;48.83;15.15;6.12;9.99;22.40;24.33
33.50;147.11;71.26;12.01;18.01;46.77;14.85;6.00;9.95;21.81;23.86
32.63;148.24;72.26;11.81;18.18;46.15;14.30;5.90;9.79;21.44;23.46
30.77;140.71;67.72;11.46;17.34;45.24;14.33;5.73;9.50;21.27;23.38
30.50;138.59;66.44;11.00;17.16;43.85;13.79;5.43;8.95;20.24;22.29
29.90;135.91;64.13;10.69;16.90;43.47;13.58;5.34;8.95;20.22;21.95
29.45;133.01;63.12;10.71;16.20;42.13;13.10;5.21;8.88;19.30;21.28
29.90;134.75;64.09;10.87;16.45;42.49;13.45;5.29;9.01;20.03;21.46
28.91;129.90;62.95;10.38;15.91;40.81;12.87;5.12;8.72;19.09;20.89
27.70;126.32;60.62;10.30;14.99;40.41;12.71;5.08;8.43;18.60;19.94
27.51;122.76;58.69;9.96;15.20;39.17;12.31;4.85;8.25;18.21;19.91
29.66;117.30;61.75;9.44;16.18;38.02;11.73;4.72;7.42;17.12;19.95
28.47;114.64;59.13;8.89;15.84;36.58;11.34;4.38;7.08;16.62;19.58
27.75;110.14;56.26;8.63;15.25;35.13;11.13;4.25;6.88;16.00;18.88
26.91;106.56;54.56;8.40;14.61;34.83;10.84;4.14;6.58;15.59;18.39
26.38;105.76;54.32;8.15;14.51;34.06;10.79;4.08;6.48;15.35;17.87
26.40;104.87;53.75;8.24;14.45;34.28;10.51;4.06;6.33;15.17;18.16
25.90;103.73;53.81;8.01;13.89;33.32;10.36;4.00;6.48;14.72;17.78
25.33;104.18;53.04;8.32;14.15;33.18;10.23;3.92;6.30;14.63;17.72
24.61;100.05;50.25;7.82;13.57;32.20;10.00;3.79;6.21;14.26;17.13
24.45;98.25;50.61;7.58;13.43;32.02;9.64;3.79;5.97;14.35;17.33
25.11;100.44;49.29;7.79;13.49;32.44;10.00;3.84;6.05;14.18;17.09
25.36;100.62;51.32;7.82;13.63;32.35;10.07;3.79;6.04;14.34;17.78
24.48;97.80;49.65;7.66;13.23;31.44;9.98;3.71;6.03;14.15;16.71
24.33;97.09;49.35;7.50;13.03;31.25;9.69;3.69;5.88;13.38;16.84
23.82;95.29;50.06;7.60;13.12;31.42;9.55;3.68;5.87;13.69;16.69
23.66;98.07;48.12;7.43;13.14;30.97;9.60;3.66;5.83;13.60;16.69
23.97;95.20;47.60;7.28;12.88;30.58;9.30;3.58;5.71;13.22;16.46
23.38;97.35;47.78;7.31;12.93;31.14;9.44;3.60;5.62;13.38;16.41
23.61;96.37;48.24;7.41;13.23;31.82;9.47;3.65;5.82;13.80;16.88
23.10;97.14;47.66;7.13;13.02;31.36;9.40;3.62;5.77;13.25;16.53
23.82;98.63;48.91;7.48;13.47;31.42;9.55;3.68;5.87;13.70;16.80
23.83;98.82;50.23;7.75;13.38;32.28;9.74;3.87;6.10;14.08;17.49
24.18;97.75;48.93;7.67;13.13;31.50;9.65;3.72;5.93;13.95;17.09
23.79;98.51;50.13;7.54;13.23;31.91;9.63;3.71;5.92;13.58;17.06
26.13;105.54;53.65;8.33;14.77;34.84;10.48;4.04;6.31;15.02;18.68
26.54;107.95;53.97;8.33;14.87;35.64;10.64;4.10;6.54;15.13;19.23
26.67;105.91;54.89;8.37;14.56;35.04;10.69;4.12;6.44;15.07;19.33
26.60;109.94;55.82;8.35;15.00;35.21;10.95;4.17;6.52;15.26;19.17
26.51;111.71;56.05;8.31;15.17;35.74;10.81;4.22;6.59;15.56;19.52
26.69;109.36;55.47;8.37;14.91;35.58;10.86;4.06;6.54;15.31;19.49
27.16;111.51;54.57;8.26;14.96;35.68;10.89;4.20;6.69;15.61;19.42
26.93;110.47;55.04;8.28;14.97;35.47;10.90;4.07;6.57;14.97;19.18
26.36;110.44;55.22;8.43;15.16;35.32;10.94;4.09;6.46;15.55;19.37
27.61;111.24;56.29;8.44;15.01;36.05;10.86;4.29;6.57;15.01;19.43
27.50;113.99;57.20;8.66;15.54;36.71;11.28;4.26;6.88;15.68;19.94
27.20;115.50;57.61;8.51;15.76;36.97;11.44;4.18;6.70;15.76;19.81
26.06;109.19;55.74;8.46;14.91;36.13;10.74;4.16;6.45;15.04;19.07
26.83;112.92;55.44;8.49;15.06;36.68;11.09;4.11;6.57;15.19;19.44
27.41;114.87;57.36;8.76;15.54;37.30;11.30;4.24;6.78;15.40;20.20
28.06;115.98;59.14;8.78;15.83;37.99;11.37;4.32;6.91;15.83;20.43
27.82;117.51;57.81;8.84;16.08;37.53;11.45;4.35;6.95;15.94;20.72
28.00;117.87;59.08;8.94;15.98;38.85;11.44;4.40;7.04;16.42;20.96
27.74;119.50;58.72;9.00;15.49;39.39;11.65;4.43;6.93;16.08;20.65
28.62;119.80;59.46;9.19;16.01;38.25;11.57;4.45;6.82;16.31;20.76
27.40;115.15;56.51;8.52;15.48;36.35;11.22;4.12;6.53;15.62;19.74
27.74;116.14;57.78;8.48;15.52;37.23;11.21;4.31;6.61;15.52;20.12
27.37;113.07;56.89;8.79;15.70;37.16;11.38;4.32;6.77;15.70;20.31
27.25;112.02;55.79;8.46;15.20;37.00;11.19;4.30;6.60;15.20;19.51
26.53;112.08;56.75;8.37;15.18;35.75;11.07;4.11;6.67;15.18;19.29
26.46;111.20;55.32;8.59;14.64;36.32;10.98;4.08;6.48;14.64;19.14
26.31;110.15;54.86;8.26;14.84;35.97;10.92;4.06;6.44;14.98;19.59
25.72;109.46;54.24;8.11;14.68;35.93;10.62;4.05;6.29;14.96;19.15
28.01;115.51;58.89;8.73;16.11;38.10;11.45;4.37;6.93;15.81;20.63
27.56;118.08;58.74;9.04;15.81;38.40;11.45;4.37;6.78;15.66;21.08
28.02;117.94;58.90;8.74;15.52;37.96;11.45;4.37;6.78;15.97;20.94
28.63;118.57;58.46;8.89;15.82;38.72;11.45;4.37;6.63;15.97;20.94
27.48;115.77;58.56;8.71;15.62;38.59;11.41;4.35;6.76;15.62;20.72
27.76;114.79;57.77;9.00;16.06;37.96;11.40;4.35;6.75;15.46;20.56
27.92;116.02;58.83;8.66;15.38;38.08;11.35;4.33;6.72;15.23;20.61
28.67;117.59;59.79;8.85;15.71;37.98;11.44;4.42;6.71;15.86;21.05
29.70;123.95;61.17;9.36;16.95;41.32;12.10;4.68;7.26;17.11;21.95
30.23;126.13;63.23;9.26;16.90;40.64;12.35;4.71;7.31;17.07;22.27
29.62;124.89;62.76;9.45;16.81;40.51;12.33;4.64;7.20;16.65;22.10
29.50;124.26;62.85;9.14;16.67;41.37;12.35;4.49;7.05;16.67;21.97
30.57;129.97;65.48;9.69;17.54;41.76;12.70;4.84;7.52;17.21;22.89
31.76;132.35;65.07;10.08;18.10;43.72;13.15;4.95;7.69;17.76;23.23
31.79;131.40;65.95;9.98;17.76;42.95;12.85;4.90;7.61;17.42;23.68
30.85;128.72;65.70;9.67;17.84;43.35;12.84;4.84;7.50;17.34;23.18
31.98;131.32;66.17;9.81;17.94;42.64;12.86;4.91;7.61;17.94;23.52
31.20;124.30;65.06;9.79;17.43;43.15;12.45;4.98;7.47;17.59;22.74
30.27;130.01;65.00;9.59;17.37;42.51;12.57;4.96;7.44;17.37;22.50
30.68;128.18;63.02;9.73;17.32;42.56;12.87;4.95;7.42;17.16;22.93
30.71;128.67;64.75;9.68;17.36;43.39;12.68;5.01;7.68;17.69;23.20
30.83;128.31;64.65;9.78;17.41;42.44;12.76;4.81;7.46;17.74;22.38
30.75;133.03;65.01;9.69;17.72;43.45;12.87;5.01;7.52;17.38;22.56
30.93;130.05;65.19;9.81;17.30;43.07;12.81;4.99;7.65;17.63;22.78
30.75;126.76;62.81;9.44;17.09;42.31;12.53;4.72;7.48;17.41;22.78
29.94;127.23;63.94;9.60;16.92;42.79;12.37;4.88;7.32;17.25;22.45
29.88;124.77;62.46;9.38;16.85;41.48;12.40;4.77;7.15;16.69;22.09
30.09;124.54;63.71;9.28;17.29;41.94;12.49;4.80;7.52;16.97;21.93
29.68;121.85;60.93;9.26;16.64;40.67;12.25;4.71;7.38;16.80;22.14
28.98;121.85;61.71;9.24;16.60;41.51;12.06;4.54;7.20;16.76;21.77
28.99;120.88;60.90;9.10;16.34;39.63;11.87;4.63;7.25;16.34;21.12
28.75;122.68;61.95;9.07;16.30;40.43;11.99;4.61;7.23;16.14;21.52
27.89;115.66;57.54;8.66;15.71;38.75;11.60;4.40;6.75;15.71;20.26
26.67;111.78;55.61;8.37;15.04;37.31;10.92;4.40;6.53;14.90;19.72
25.97;108.42;56.22;8.29;14.64;35.36;10.77;4.14;6.35;14.36;19.34
25.82;108.95;55.24;8.15;14.64;35.63;10.91;4.14;6.35;14.36;19.19
25.24;103.27;53.46;8.10;14.44;35.77;10.66;4.05;6.21;14.31;18.63
24.81;105.09;53.21;8.09;14.07;35.16;10.48;3.98;6.10;13.80;18.58
24.21;100.05;51.24;7.69;13.71;33.82;9.99;3.84;6.02;13.58;17.81
23.72;99.29;50.59;7.53;13.43;33.52;9.92;3.77;5.90;13.43;17.45
22.06;92.70;46.70;7.00;12.38;31.64;8.99;3.50;5.49;12.61;16.11
20.90;87.77;44.76;6.49;11.77;29.48;8.58;3.30;5.17;11.55;15.18
20.15;83.15;42.96;6.40;11.51;28.36;8.31;3.20;5.01;11.62;14.92
19.58;82.85;41.84;6.18;10.92;27.62;8.04;3.09;4.84;10.92;14.63
18.89;78.28;40.39;6.00;10.70;26.59;7.90;3.00;4.70;10.80;14.10
18.57;76.71;38.98;5.80;10.25;25.73;7.54;2.90;4.55;10.54;13.54
18.12;74.74;37.75;5.63;9.95;25.26;7.42;2.91;4.51;10.05;13.24
17.94;74.46;38.12;5.67;10.04;25.01;7.44;2.88;4.37;10.13;13.20
16.89;70.30;36.51;5.28;9.59;23.84;6.95;2.64;4.22;9.59;12.41
16.97;70.63;34.92;5.39;9.46;23.69;6.98;2.74;4.24;9.72;12.46
17.20;70.39;35.72;5.35;9.30;23.70;7.02;2.72;4.21;9.74;12.29
16.86;69.47;36.36;5.45;9.40;23.54;6.94;2.72;4.30;9.75;12.56
16.64;69.75;35.87;5.20;9.36;23.83;6.93;2.69;4.25;9.62;12.39
16.47;68.21;35.52;5.49;9.35;23.34;6.78;2.75;4.20;9.70;12.10
16.61;69.22;35.56;5.45;9.52;23.53;6.92;2.68;4.24;9.86;12.37
16.45;70.58;35.42;5.40;9.57;23.59;6.96;2.79;4.35;9.83;12.36
16.98;68.70;35.94;5.32;9.43;23.24;6.86;2.74;4.29;9.52;12.26
16.66;68.26;35.61;5.33;9.39;23.68;6.85;2.71;4.23;9.47;12.01
16.48;66.74;34.28;5.16;9.07;22.97;6.82;2.66;4.24;9.40;11.82
16.14;66.93;34.66;5.19;8.97;22.97;6.59;2.55;4.20;9.30;11.69
15.97;65.32;33.54;5.06;8.91;22.55;6.58;2.57;4.01;9.23;11.64
15.93;66.77;34.19;5.15;8.77;22.44;6.68;2.57;4.02;9.17;11.83
16.05;66.53;34.11;5.16;8.95;22.58;6.61;2.66;4.11;9.44;11.86
16.33;67.59;33.96;5.31;9.01;22.13;6.60;2.66;4.10;9.33;11.67
16.52;67.38;34.74;5.16;9.03;22.49;6.61;2.66;4.03;9.51;11.61
15.92;67.79;34.90;5.31;9.01;22.60;6.59;2.65;4.18;9.25;11.98
16.18;66.99;34.79;5.23;9.10;22.55;6.76;2.58;4.11;9.42;11.76
15.53;66.64;34.07;5.23;8.95;22.03;6.58;2.61;3.96;9.19;11.57
16.50;69.54;36.21;5.44;9.24;22.93;7.01;2.80;4.29;9.65;12.21
16.93;70.36;35.84;5.48;9.46;23.32;6.80;2.74;4.40;9.87;12.20
16.59;67.81;35.21;5.37;9.03;22.60;6.83;2.76;4.23;9.59;12.28
16.78;69.67;35.54;5.51;9.46;22.79;6.91;2.80;4.28;9.62;12.01
16.75;69.93;35.61;5.45;9.27;22.52;6.83;2.76;4.31;9.51;11.95
16.80;67.83;35.04;5.38;9.16;22.02;6.67;2.73;4.18;9.64;11.89
17.28;70.19;35.80;5.57;9.47;22.93;6.98;2.82;4.40;9.72;12.29
17.70;73.05;38.17;5.90;9.80;24.55;7.20;2.95;4.60;10.15;12.75
19.28;78.21;40.29;6.30;10.51;25.67;7.58;3.11;4.84;10.96;13.89
19.49;80.41;40.96;6.28;10.68;26.06;7.69;3.19;4.97;11.15;13.78
19.89;79.10;41.49;6.44;10.80;26.34;7.96;3.22;4.93;11.37;13.93
19.86;81.34;41.62;6.43;10.78;25.44;7.95;3.22;5.11;11.26;13.90
18.60;76.18;39.25;6.14;10.15;24.83;7.39;3.03;4.72;10.59;13.17
18.75;75.35;39.82;6.07;10.36;24.73;7.50;3.04;4.82;10.71;13.12
19.31;77.68;40.63;6.34;10.48;25.47;7.72;3.13;4.87;11.03;13.61
19.44;77.14;40.07;6.27;10.45;25.17;7.45;3.18;4.82;10.99;13.36
18.49;74.72;38.88;5.99;9.98;23.95;7.12;3.04;4.69;10.33;12.67
18.24;74.44;38.21;5.97;9.94;23.86;7.18;3.03;4.58;10.46;12.54
17.89;75.49;38.14;6.02;9.86;24.00;7.42;3.05;4.71;10.47;12.83
18.75;75.52;39.55;6.16;10.27;24.46;7.41;3.04;4.73;10.62;13.30
20.00;81.04;41.98;6.60;10.85;25.76;7.83;3.30;5.09;11.60;13.77
19.95;82.07;41.80;6.58;10.78;26.43;8.21;3.34;5.15;11.45;14.12
19.67;82.34;42.13;6.62;11.04;26.10;8.16;3.36;5.18;11.71;14.39
19.88;81.37;40.59;6.44;10.73;25.75;7.65;3.17;5.04;11.10;13.62
18.08;70.96;36.66;5.88;9.67;23.12;6.98;2.94;4.46;10.09;12.44
17.50;70.33;35.98;5.70;9.36;22.71;6.67;2.85;4.48;9.85;11.97
17.40;70.58;36.11;5.72;9.48;21.89;6.86;2.86;4.41;10.05;12.09
17.22;69.76;35.80;5.61;9.29;21.95;6.73;2.80;4.33;9.53;11.69
16.99;70.07;35.76;5.64;9.34;21.50;6.77;2.90;4.43;9.99;11.60
16.89;68.59;35.61;5.76;9.36;21.61;6.64;2.80;4.40;10.00;11.44
16.75;67.48;34.52;5.53;8.96;21.51;6.55;2.65;4.29;9.43;11.45
