load_1_0;load_2_1;load_3_2;load_4_3;load_5_4;load_8_5;load_9_6;load_10_7;load_11_8;load_12_9;load_13_10
11.32;47.75;24.82;4.14;6.02;15.68;4.93;1.96;3.27;7.04;7.98
12.44;53.15;27.01;4.52;6.73;17.43;5.31;2.22;3.56;7.84;8.63
12.82;53.71;28.16;4.65;6.78;17.63;5.39;2.20;3.67;8.00;8.98
13.16;53.78;28.79;4.72;7.03;18.20;5.63;2.32;3.81;8.19;8.85
13.29;54.59;28.93;4.77;6.94;18.64;5.52;2.26;3.76;8.36;9.11
12.77;53.63;28.09;4.70;6.92;18.12;5.60;2.22;3.71;8.16;9.06
13.09;54.04;29.13;4.73;7.09;18.49;5.57;2.36;3.80;8.36;9.12
13.57;55.41;29.56;4.93;7.18;18.93;5.71;2.42;3.80;8.56;9.08
13.65;56.87;29.65;4.87;7.13;18.69;5.74;2.43;3.91;8.52;9.48
12.76;54.00;28.40;4.61;6.91;18.03;5.51;2.22;3.70;8.15;8.89
13.27;53.49;28.79;4.67;7.01;18.44;5.42;2.25;3.67;8.09;9.10
13.36;55.22;29.01;4.82;7.10;18.27;5.67;2.28;3.81;8.37;9.13
12.94;55.47;29.34;4.74;7.02;18.43;5.58;2.28;3.72;8.29;9.05
12.18;51.50;27.14;4.38;6.69;17.35;5.33;2.15;3.58;7.80;8.60
12.25;50.89;26.95;4.43;6.72;17.23;5.22;2.13;3.56;7.82;8.46
12.47;50.73;26.92;4.37;6.51;17.31;5.24;2.14;3.49;7.86;8.57
12.31;51.69;27.63;4.53;6.59;17.31;5.24;2.14;3.49;7.78;8.34
12.33;52.09;27.35;4.27;6.56;17.31;5.22;2.13;3.48;7.75;8.54
12.34;50.71;26.89;4.48;6.60;17.14;5.27;2.12;3.46;7.78;8.49
12.30;50.64;27.07;4.44;6.59;17.46;5.24;2.14;3.57;7.78;8.49
12.55;52.50;27.09;4.45;6.59;17.40;5.32;2.14;3.49;7.70;8.50
12.02;50.75;27.27;4.43;6.56;17.08;5.22;2.13;3.48;7.83;8.46
12.28;51.80;26.85;4.44;6.57;17.58;5.23;2.14;3.49;7.76;8.63
11.93;50.69;26.68;4.39;6.51;17.03;5.10;2.12;3.45;7.69;8.32
11.83;49.72;26.69;4.28;6.38;17.27;5.14;2.10;3.42;7.47;8.25
11.92;49.52;26.62;4.26;6.34;16.87;5.11;2.09;3.48;7.66;8.20
11.92;51.40;26.45;4.34;6.40;16.90;5.13;2.13;3.47;7.66;8.45
12.19;50.47;26.89;4.40;6.45;16.98;5.19;2.12;3.38;7.70;8.25
11.65;49.08;26.41;4.27;6.29;16.85;5.05;2.10;3.34;7.46;8.23
12.13;50.81;26.32;4.36;6.42;16.96;5.23;2.06;3.41;7.69;8.16
12.20;51.22;26.33;4.34;6.58;17.34;5.30;2.17;3.45;7.79;8.35
11.87;51.20;26.91;4.35;6.33;16.86;5.14;2.14;3.48;7.60;8.31
11.82;50.37;26.48;4.18;6.31;17.03;5.04;2.13;3.47;7.65;8.28
12.08;51.86;27.21;4.40;6.56;17.12;5.20;2.16;3.44;7.76;8.32
12.01;50.16;26.31;4.34;6.32;17.06;5.21;2.05;3.40;7.74;8.06
11.78;49.38;26.06;4.21;6.32;16.23;5.07;2.11;3.35;7.65;8.04
11.62;48.48;25.55;4.16;6.16;16.47;4.93;2.08;3.31;7.46;8.08
12.66;54.13;28.47;4.50;6.80;18.18;5.52;2.29;3.74;8.16;8.92
12.80;55.03;28.81;4.59;6.92;18.34;5.62;2.25;3.72;8.31;9.00
13.30;55.05;29.24;4.67;7.05;18.32;5.73;2.38;3.70;8.28;8.98
13.52;56.86;29.65;4.87;7.21;18.74;5.77;2.34;3.78;8.56;8.92
14.13;59.34;30.99;5.09;7.44;19.78;6.03;2.45;3.96;8.85;9.61
14.06;58.59;30.47;5.00;7.45;19.53;6.04;2.36;4.06;8.96;9.81
14.07;61.51;31.43;5.04;7.76;19.98;6.21;2.52;4.07;9.22;9.90
14.72;61.57;32.53;5.37;7.76;20.99;6.37;2.59;4.08;9.75;10.05
14.67;62.07;32.73;5.29;7.78;20.76;6.39;2.59;4.19;9.48;9.98
14.90;63.66;33.35;5.37;7.91;21.08;6.59;2.64;4.16;9.43;10.24
15.20;64.80;33.58;5.44;8.01;21.46;6.57;2.67;4.21;9.76;10.27
15.26;64.37;34.26;5.50;8.10;21.70;6.64;2.70;4.36;9.65;10.38
14.93;64.92;33.81;5.39;8.09;21.47;6.64;2.70;4.25;9.75;10.58
15.25;65.38;33.84;5.54;8.15;21.31;6.68;2.72;4.28;9.82;10.65
15.25;64.69;34.08;5.57;8.20;21.77;6.63;2.63;4.31;9.89;10.62
14.82;64.66;33.57;5.39;7.98;21.24;6.53;2.59;4.14;9.74;10.15
14.89;65.06;33.62;5.41;8.02;21.03;6.45;2.60;4.27;9.78;10.41
14.82;64.37;32.96;5.39;7.98;21.15;6.53;2.59;4.15;9.64;10.16
14.92;63.72;33.47;5.39;7.87;21.34;6.42;2.59;4.14;9.84;10.26
15.37;65.18;33.59;5.37;8.00;21.27;6.53;2.63;4.32;9.69;10.21
15.64;67.26;35.00;5.58;8.20;21.87;6.89;2.73;4.37;10.06;10.50
15.54;66.58;33.67;5.50;8.20;21.58;6.69;2.70;4.21;9.71;10.47
15.54;66.50;34.45;5.54;8.04;21.52;6.74;2.72;4.35;10.11;10.65
15.37;64.56;33.61;5.34;7.90;21.13;6.51;2.67;4.27;9.82;10.56
15.11;63.69;33.05;5.46;7.87;20.57;6.51;2.52;4.20;9.55;10.07
14.24;61.08;31.80;5.05;7.57;20.09;6.26;2.42;3.94;9.09;9.69
13.40;58.11;30.17;4.82;7.23;19.37;5.88;2.41;3.76;8.87;9.44
13.00;56.50;28.57;4.76;6.87;18.04;5.49;2.29;3.57;8.33;8.70
11.93;51.75;26.69;4.38;6.44;16.91;5.23;2.06;3.35;7.72;8.41
11.64;49.70;25.93;4.24;6.23;16.46;5.07;2.08;3.24;7.56;8.06
11.39;49.29;25.29;4.12;5.90;15.92;4.85;1.94;3.15;7.27;7.68
11.38;48.11;25.11;4.04;5.97;15.90;4.92;2.02;3.15;7.10;7.67
11.27;48.84;24.86;4.00;5.91;15.91;4.80;1.92;3.04;7.27;7.67
11.03;46.88;24.98;3.94;5.75;15.60;4.73;1.89;2.99;7.01;7.41
11.27;48.58;24.61;4.08;5.99;15.50;4.87;1.92;3.12;7.19;7.59
11.33;48.82;24.86;4.13;6.15;15.63;4.86;1.94;3.08;7.37;7.77
11.19;47.32;24.85;3.97;5.87;15.64;4.76;1.91;3.02;7.22;7.78
10.87;46.56;24.05;3.93;5.78;14.80;4.62;1.85;3.01;6.94;7.40
10.74;46.29;24.12;3.89;5.60;15.25;4.75;1.87;2.96;6.92;7.47
10.69;46.65;23.87;3.87;5.73;15.03;4.65;1.86;2.94;6.82;7.44
11.15;47.27;24.82;3.95;5.93;15.89;4.82;1.90;3.00;7.04;7.59
11.12;48.89;24.25;4.00;5.84;15.44;4.80;1.92;3.04;7.12;7.60
11.19;48.00;24.59;3.94;5.83;15.13;4.73;1.89;2.99;7.01;7.64
11.04;47.43;23.79;3.84;5.79;15.18;4.85;1.88;2.97;6.89;7.44
10.67;45.98;23.72;3.84;5.68;14.89;4.61;1.84;2.92;6.83;7.45
10.42;45.87;23.35;3.88;5.63;14.83;4.64;1.83;2.81;6.77;7.45
10.81;45.49;23.50;3.78;5.59;14.58;4.61;1.81;2.87;6.80;7.48
11.03;46.44;23.60;3.93;5.71;15.12;4.78;1.85;2.93;6.87;7.33
10.94;47.94;23.51;3.93;5.78;15.03;4.62;1.93;2.93;6.86;7.63
10.84;46.02;23.58;3.87;5.61;14.63;4.70;1.82;2.88;6.82;7.35
10.91;47.05;23.49;3.89;5.72;14.95;4.73;1.83;2.90;6.71;7.55
11.05;47.14;23.38;3.86;5.60;14.76;4.69;1.82;2.95;6.89;7.49
11.10;47.70;24.35;3.93;5.86;15.03;4.70;1.93;2.93;6.78;7.71
11.62;48.91;24.65;4.00;5.89;15.15;4.87;1.96;2.98;7.07;7.93
11.80;51.01;25.27;4.14;6.06;15.62;4.94;1.99;3.11;7.09;8.13
11.79;50.68;25.50;4.14;5.98;15.78;4.86;1.99;3.11;7.17;7.97
12.70;55.08;26.94;4.43;6.56;16.54;5.29;2.13;3.33;7.76;8.61
12.94;56.94;28.34;4.58;6.78;17.51;5.54;2.20;3.43;8.10;9.06
13.33;57.66;29.05;4.59;6.80;17.57;5.47;2.21;3.44;8.21;9.18
13.67;59.59;29.62;4.83;7.02;18.86;5.74;2.28;3.55;8.29;9.48
14.05;60.20;29.46;4.93;7.12;18.43;5.75;2.28;3.65;8.30;9.58
14.69;62.94;31.38;5.31;7.58;19.24;6.16;2.37;3.79;8.63;10.05
14.57;62.63;31.41;5.20;7.57;19.58;6.15;2.37;3.88;8.80;9.84
14.52;62.40;31.48;5.28;7.73;19.79;6.13;2.45;3.86;8.95;10.09
14.63;65.02;32.22;5.26;7.84;20.17;6.31;2.49;4.02;8.99;10.33
14.94;64.99;33.18;5.34;8.05;20.76;6.40;2.52;4.07;9.31;10.48
14.90;66.21;33.40;5.65;8.18;21.13;6.52;2.63;4.19;9.44;10.61
15.42;69.26;33.93;5.57;8.36;22.09;6.87;2.69;4.28;9.75;10.95
15.76;69.18;33.94;5.82;8.53;22.29;7.03;2.71;4.42;9.84;11.04
15.86;68.76;34.63;5.72;8.53;22.19;7.03;2.71;4.42;9.94;11.14
16.21;70.66;35.59;5.81;8.57;23.35;7.14;2.75;4.59;10.09;11.11
15.55;70.13;34.91;5.62;8.63;22.57;7.12;2.81;4.41;10.23;11.14
15.16;66.11;32.34;5.47;8.35;21.78;6.81;2.69;4.32;9.79;10.65
15.07;66.31;32.43;5.47;8.16;21.50;6.81;2.69;4.32;9.88;10.46
15.21;66.09;33.73;5.65;8.29;21.74;6.92;2.73;4.48;10.14;10.53
14.79;65.52;32.76;5.48;8.26;21.42;6.82;2.79;4.42;9.80;10.66
14.54;62.24;31.40;5.31;7.92;20.96;6.52;2.61;4.29;9.88;10.16
14.52;64.68;31.68;5.37;8.11;20.84;6.60;2.64;4.34;9.71;10.37
14.46;65.07;32.54;5.33;8.09;21.12;6.75;2.66;4.47;9.99;10.27
14.43;66.09;32.19;5.32;8.07;21.08;6.46;2.66;4.37;10.06;10.25
14.58;64.70;32.93;5.50;8.21;21.05;6.76;2.70;4.44;10.04;10.43
14.42;64.51;31.97;5.41;7.97;20.97;6.55;2.66;4.36;9.87;10.15
14.36;63.34;31.58;5.33;8.08;20.83;6.56;2.66;4.37;9.70;10.18
14.67;65.68;31.58;5.44;8.16;21.08;6.61;2.72;4.37;9.91;10.59
14.46;64.21;31.43;5.30;7.91;20.54;6.56;2.70;4.34;9.93;10.32
14.34;65.26;31.70;5.37;8.00;20.78;6.63;2.73;4.39;9.95;10.44
14.64;64.60;31.32;5.37;8.10;21.18;6.54;2.73;4.29;9.66;10.34
14.42;64.18;31.36;5.23;7.94;21.01;6.58;2.61;4.26;9.58;10.36
14.51;66.12;31.97;5.33;8.09;20.63;6.51;2.66;4.34;9.67;10.56
14.48;64.97;32.14;5.36;8.03;20.83;6.65;2.58;4.36;9.92;10.51
14.68;64.69;31.75;5.36;8.14;21.03;6.65;2.68;4.37;9.72;10.62
14.33;62.67;31.09;5.17;7.89;20.27;6.34;2.53;4.29;9.36;10.04
15.08;66.29;32.63;5.47;8.26;21.89;6.82;2.68;4.54;10.02;10.74
15.12;67.30;33.28;5.46;8.50;21.94;6.93;2.73;4.51;10.08;10.92
15.17;67.16;33.95;5.62;8.38;21.96;6.90;2.76;4.56;9.97;10.93
15.59;69.06;33.34;5.74;8.55;22.51;7.04;2.81;4.65;10.28;11.15
16.37;72.39;35.00;5.91;8.98;22.84;7.27;2.95;4.89;10.57;11.71
16.75;73.81;35.81;6.01;9.13;23.91;7.51;3.00;4.97;10.86;11.78
16.21;72.73;36.25;6.02;9.15;23.97;7.41;3.01;4.98;10.89;11.58
16.70;71.74;35.12;5.87;8.98;23.49;7.25;2.88;4.84;10.82;11.75
16.52;73.30;35.72;6.05;9.07;23.73;7.45;3.02;4.77;10.70;11.87
16.49;74.97;35.32;5.96;9.01;23.63;7.49;2.92;4.80;10.76;11.93
16.66;76.28;36.41;6.07;9.16;23.80;7.50;2.98;5.00;10.95;12.26
16.70;75.29;36.63;6.09;9.19;23.62;7.76;2.98;5.01;11.10;12.05
16.97;76.14;36.86;6.30;9.46;24.25;7.52;3.03;4.97;11.15;12.25
17.11;76.03;36.67;6.36;9.41;24.45;7.70;3.06;5.01;11.25;12.10
17.30;78.48;38.49;6.52;9.78;24.82;7.90;3.13;5.14;11.28;12.54
17.45;76.69;37.78;6.28;9.41;24.85;7.78;3.14;5.15;11.67;12.55
16.76;75.80;37.78;6.20;9.23;23.93;7.65;3.04;5.10;11.05;12.15
17.21;76.91;37.11;6.23;9.40;23.93;7.69;3.05;5.01;11.23;12.21
17.09;75.77;37.10;6.18;9.33;23.88;7.64;3.03;4.97;11.15;12.37
16.97;76.23;36.48;6.18;9.45;24.00;7.51;3.03;5.09;11.15;12.12
16.60;74.51;36.02;6.00;9.18;23.43;7.53;2.94;4.94;10.95;11.89
16.77;74.55;36.58;6.06;9.20;24.00;7.34;3.03;4.89;10.95;12.11
16.59;72.62;35.00;6.02;9.09;22.96;7.27;2.95;4.89;10.80;11.59
16.34;74.61;36.10;6.06;9.03;23.42;7.43;2.97;5.03;10.85;11.88
17.27;77.79;36.93;6.31;9.29;24.90;7.74;3.10;5.24;11.32;12.51
17.19;79.62;37.84;6.33;9.67;24.83;8.00;3.22;5.25;11.58;12.53
17.09;77.95;37.81;6.20;9.48;24.46;7.73;3.04;5.15;11.47;12.17
16.69;75.62;36.49;6.10;9.32;24.52;7.60;2.99;5.18;11.40;12.20
16.20;72.95;35.64;5.92;9.16;23.24;7.37;3.02;4.92;10.95;11.84
15.75;70.72;34.22;5.65;8.69;22.70;7.17;2.82;4.78;10.54;11.41
15.73;69.11;33.81;5.78;8.67;22.15;7.06;2.78;4.71;10.16;11.13
15.13;68.57;32.36;5.64;8.45;21.92;6.78;2.61;4.49;10.02;10.85
13.73;62.18;30.14;5.05;7.53;20.03;6.29;2.48;4.10;9.25;10.11
13.65;59.21;29.51;4.89;7.47;19.18;6.09;2.40;3.97;8.95;9.68
12.67;58.52;28.28;4.73;7.23;18.73;5.80;2.32;3.93;8.47;9.46
12.93;57.21;27.95;4.63;7.07;17.99;5.76;2.27;3.84;8.47;9.17
14.11;55.19;28.67;4.31;7.55;17.80;5.57;2.16;3.51;7.91;9.53
13.31;53.33;26.79;4.21;7.21;17.00;5.24;2.06;3.26;7.64;9.10
12.92;51.09;26.59;4.08;6.92;16.75;5.08;2.00;3.17;7.33;8.83
12.34;49.60;25.57;3.90;6.90;16.48;5.03;1.95;3.09;7.23;8.61
12.31;49.40;25.42;3.84;6.72;16.15;4.96;1.92;3.04;7.19;8.47
12.18;48.02;24.76;3.82;6.77;15.53;5.02;1.91;3.03;7.01;8.52
11.93;48.20;24.41;3.77;6.52;15.46;4.87;1.88;2.90;6.83;8.24
12.13;48.04;24.66;3.81;6.58;15.46;4.92;1.82;2.93;6.90;8.25
11.42;46.46;23.38;3.60;6.29;15.33;4.68;1.76;2.84;6.59;8.05
11.48;45.91;23.72;3.60;6.27;14.92;4.67;1.76;2.83;6.50;7.88
11.55;46.11;23.41;3.64;6.28;15.27;4.73;1.78;2.79;6.67;8.06
11.61;47.48;24.10;3.71;6.48;15.17;4.66;1.74;2.84;6.64;8.22
11.21;45.71;23.43;3.56;6.26;14.54;4.64;1.70;2.78;6.50;7.89
11.30;46.05;22.91;3.54;6.15;14.61;4.54;1.77;2.77;6.38;7.99
11.28;45.65;22.86;3.45;6.21;14.65;4.53;1.76;2.69;6.37;7.75
11.05;44.42;23.09;3.43;6.17;14.40;4.42;1.68;2.74;6.40;7.77
11.05;44.88;22.92;3.36;5.97;14.34;4.33;1.64;2.61;6.20;7.69
10.87;44.22;22.18;3.37;6.07;14.24;4.42;1.72;2.62;6.30;7.57
11.25;44.86;22.89;3.50;6.08;14.60;4.41;1.67;2.74;6.39;7.68
10.87;44.53;22.49;3.47;6.11;14.49;4.53;1.74;2.64;6.34;7.62
10.97;46.03;23.17;3.53;6.14;14.65;4.45;1.69;2.69;6.21;7.67
11.35;46.24;23.32;3.52;6.26;14.94;4.62;1.80;2.82;6.49;8.22
11.16;46.10;23.09;3.49;6.20;14.72;4.57;1.70;2.71;6.43;7.98
11.37;46.18;22.90;3.56;6.27;14.70;4.49;1.70;2.78;6.27;7.89
12.04;49.57;24.83;3.87;6.73;16.16;4.97;1.85;2.95;6.90;8.75
12.39;50.34;25.21;3.85;6.92;16.50;4.96;1.88;2.99;7.01;8.72
12.28;50.85;25.34;3.87;6.96;16.41;4.98;1.89;3.01;6.87;8.93
12.43;51.73;25.39;3.91;6.87;16.52;5.13;1.91;3.04;7.13;9.04
12.66;51.70;25.94;3.87;7.12;16.79;5.19;1.93;3.08;7.03;9.14
12.47;50.93;25.55;3.92;6.98;16.83;4.97;2.01;3.05;6.98;8.90
12.16;50.64;25.54;3.85;7.00;16.35;5.07;1.92;3.06;7.17;9.01
12.35;50.88;25.48;3.85;7.01;16.55;5.08;1.93;3.06;7.09;9.02
12.39;51.40;25.92;3.95;7.03;16.61;5.01;1.93;3.08;7.20;8.96
12.87;52.18;26.09;3.93;7.15;16.80;5.18;1.97;3.04;7.24;9.02
12.93;52.34;26.49;4.03;7.33;17.33;5.23;2.02;3.12;7.43;9.44
12.83;54.22;26.97;4.18;7.25;17.48;5.30;2.05;3.16;7.35;9.49
12.27;51.31;25.52;3.94;6.98;16.83;5.10;1.97;3.04;6.98;9.13
12.41;51.92;26.19;3.92;7.12;16.70;5.11;1.92;3.01;7.12;9.22
12.81;53.22;26.94;4.14;7.35;17.14;5.27;1.98;3.20;7.25;9.42
13.33;55.06;27.34;4.03;7.29;17.46;5.28;2.11;3.17;7.48;9.50
13.33;55.25;26.85;4.06;7.34;17.77;5.41;2.03;3.19;7.24;9.56
13.29;55.51;27.46;4.20;7.43;17.98;5.38;2.05;3.23;7.62;9.68
13.38;54.88;28.03;4.13;7.57;17.90;5.41;2.07;3.25;7.47;9.84
13.25;55.55;27.28;4.15;7.41;17.89;5.44;2.08;3.16;7.51;9.69
12.59;53.20;26.22;3.98;7.19;17.23;5.21;1.99;3.03;7.29;9.28
13.03;52.80;26.06;4.02;7.09;17.25;5.17;2.01;3.07;7.19;9.39
12.77;52.91;26.41;4.03;7.39;17.28;5.28;2.02;3.07;7.20;9.51
12.91;53.64;26.39;4.02;7.17;17.31;5.16;1.91;3.06;7.08;9.37
12.48;51.74;25.63;3.88;7.09;16.93;5.11;1.99;3.12;7.19;9.17
12.39;50.96;26.46;3.85;6.94;16.61;4.97;1.88;3.00;7.04;9.10
12.04;51.51;25.10;3.83;6.90;16.70;4.95;1.87;2.89;6.90;8.96
12.21;51.54;25.44;3.82;6.90;16.68;4.85;1.96;2.89;6.80;9.04
13.15;54.22;27.21;4.22;7.53;18.07;5.42;2.01;3.21;7.33;9.64
13.05;55.82;27.41;4.12;7.53;18.07;5.42;2.01;3.21;7.43;9.64
13.36;53.93;27.62;4.12;7.33;18.08;5.22;2.01;3.11;7.53;9.74
12.96;55.54;27.42;4.22;7.33;17.88;5.32;2.01;3.21;7.33;9.74
12.91;54.86;27.73;4.10;7.31;17.52;5.41;2.00;3.20;7.31;9.71
12.80;55.12;27.21;4.00;7.40;17.81;5.40;2.00;3.10;7.40;9.60
12.74;54.35;26.98;3.98;7.37;17.42;5.28;1.99;3.09;7.27;9.66
13.12;55.41;26.74;4.07;7.32;17.69;5.39;2.03;3.15;7.32;9.76
13.88;58.96;28.73;4.41;7.85;19.04;5.70;2.15;3.34;7.85;10.33
13.98;58.52;29.80;4.33;7.91;19.18;5.74;2.17;3.36;7.80;10.40
13.56;58.07;28.71;4.27;7.79;19.00;5.66;2.13;3.42;7.90;10.35
13.57;58.04;29.18;4.38;7.80;19.24;5.67;2.14;3.42;7.80;10.15
14.48;60.92;30.18;4.57;8.02;19.82;5.90;2.34;3.56;8.02;10.69
14.57;62.39;30.51;4.55;8.20;20.49;6.15;2.28;3.64;8.20;11.04
14.54;60.65;30.44;4.62;8.23;20.07;5.98;2.25;3.49;8.46;10.71
14.45;61.03;30.35;4.45;8.11;20.01;5.89;2.33;3.56;8.23;10.67
14.67;61.03;30.57;4.63;8.24;20.08;5.98;2.37;3.61;8.12;11.06
14.27;59.97;30.20;4.54;8.08;20.25;5.86;2.21;3.54;8.19;10.62
14.34;60.10;29.33;4.41;8.05;19.52;5.95;2.21;3.53;8.05;10.59
14.30;59.61;30.02;4.51;7.92;20.02;5.94;2.31;3.41;8.25;10.78
14.69;59.30;30.15;4.56;8.12;19.80;5.90;2.34;3.56;8.34;10.68
13.93;60.01;30.06;4.53;8.18;19.89;5.97;2.32;3.54;8.18;10.72
14.37;61.17;30.31;4.57;8.24;20.39;5.91;2.23;3.57;8.36;10.58
14.63;59.54;30.49;4.55;8.20;20.07;5.99;2.22;3.55;8.32;10.64
14.21;58.36;29.61;4.45;8.03;19.85;5.86;2.28;3.47;8.03;10.41
14.10;59.55;29.61;4.45;8.03;20.07;5.86;2.28;3.58;8.14;10.52
13.77;58.70;29.14;4.45;7.84;19.07;5.72;2.23;3.39;7.95;10.49
13.87;58.27;29.13;4.48;8.00;19.53;5.76;2.24;3.41;8.00;10.46
13.61;57.47;28.79;4.40;7.75;19.26;5.65;2.20;3.45;7.85;10.15
13.47;56.80;29.03;4.39;7.73;19.00;5.74;2.19;3.45;7.83;10.23
13.57;56.53;28.99;4.21;7.61;18.91;5.65;2.16;3.39;7.61;9.87
13.32;55.75;28.70;4.20;7.58;18.86;5.53;2.15;3.38;7.58;9.94
12.82;53.82;26.91;4.21;7.14;18.49;5.38;2.05;3.13;7.24;9.59
12.29;51.73;26.29;3.97;7.09;17.50;5.11;1.99;3.12;6.90;9.17
12.06;49.36;25.60;3.78;6.81;17.13;4.88;1.93;2.95;6.91;8.93
11.97;50.73;25.32;3.87;6.90;17.40;5.16;1.93;3.04;6.72;9.02
11.61;48.87;25.20;3.78;6.75;16.56;4.95;1.89;2.88;6.57;8.73
11.77;48.39;24.50;3.72;6.63;16.72;4.78;1.86;2.83;6.46;8.76
11.10;47.06;24.25;3.67;6.41;16.06;4.61;1.79;2.73;6.23;8.45
10.96;45.61;23.68;3.51;6.28;15.82;4.52;1.76;2.76;6.11;7.95
10.12;43.12;22.03;3.27;5.92;14.55;4.28;1.63;2.49;5.76;7.71
9.83;40.33;20.60;3.15;5.43;13.71;3.96;1.54;2.42;5.43;7.26
9.45;39.58;20.40;3.06;5.33;13.01;3.98;1.49;2.35;5.26;7.11
9.27;37.85;19.79;2.95;5.08;12.64;3.78;1.44;2.27;5.15;6.66
8.93;36.99;19.06;2.87;5.00;12.33;3.60;1.40;2.20;5.07;6.73
8.64;35.98;18.19;2.77;4.77;11.93;3.55;1.35;2.13;4.84;6.32
8.26;35.06;17.90;2.69;4.63;11.71;3.38;1.31;2.00;4.63;6.32
8.37;34.27;17.73;2.60;4.65;11.47;3.47;1.36;2.05;4.77;6.26
7.74;32.79;17.07;2.58;4.34;11.15;3.23;1.23;1.94;4.46;5.81
8.07;33.24;16.91;2.53;4.42;11.20;3.24;1.24;2.00;4.48;5.83
7.90;33.18;16.38;2.52;4.39;11.12;3.22;1.29;1.99;4.56;5.91
7.96;33.08;16.80;2.52;4.39;11.01;3.28;1.29;1.99;4.57;5.85
7.74;32.40;16.58;2.48;4.33;11.03;3.18;1.27;1.96;4.45;5.72
7.95;32.43;16.53;2.52;4.29;10.87;3.20;1.26;1.94;4.46;5.72
7.84;32.71;16.50;2.48;4.44;10.84;3.23;1.27;1.96;4.44;5.77
7.95;32.67;16.77;2.55;4.47;11.26;3.25;1.28;2.03;4.53;5.80
7.78;32.59;16.35;2.52;4.46;10.98;3.26;1.26;2.00;4.46;5.72
7.78;32.25;16.18;2.42;4.40;10.83;3.27;1.24;1.97;4.51;5.70
7.60;31.46;16.48;2.39;4.27;10.65;3.16;1.22;1.94;4.44;5.60
7.57;31.23;16.08;2.47;4.17;10.65;3.18;1.26;1.92;4.50;5.49
7.44;30.49;16.00;2.35;4.12;10.38;3.05;1.23;1.87;4.28;5.46
7.45;30.89;15.82;2.36;4.18;10.35;3.11;1.23;1.93;4.34;5.42
7.47;31.02;15.81;2.42;4.09;10.38;3.06;1.24;1.94;4.35;5.43
7.51;30.63;16.04;2.41;4.24;10.41;3.06;1.23;1.88;4.35;5.47
7.63;31.16;16.12;2.42;4.24;10.42;3.12;1.24;1.88;4.41;5.53
7.67;31.31;15.97;2.47;4.13;10.61;3.11;1.23;1.93;4.34;5.52
7.46;31.35;16.16;2.47;4.24;10.58;3.06;1.23;1.93;4.35;5.48
7.45;30.53;16.22;2.38;4.17;10.25;3.12;1.21;1.90;4.44;5.39
7.81;32.39;16.72;2.53;4.34;10.89;3.19;1.26;1.98;4.45;5.61
7.97;32.58;16.37;2.54;4.37;10.95;3.21;1.33;1.99;4.54;5.70
7.86;31.98;16.48;2.49;4.39;10.84;3.20;1.25;1.95;4.50;5.64
7.84;32.79;16.73;2.58;4.33;10.47;3.24;1.32;2.03;4.55;5.70
8.02;31.22;16.48;2.49;4.28;10.62;3.14;1.30;2.01;4.44;5.58
7.55;31.77;16.39;2.52;4.29;10.34;3.16;1.29;1.98;4.34;5.57
8.20;33.06;16.78;2.60;4.37;10.74;3.27;1.33;2.05;4.54;5.76
8.27;33.55;17.18;2.66;4.68;11.28;3.41;1.39;2.14;4.74;6.02
8.89;36.06;18.40;2.92;4.81;11.94;3.53;1.46;2.31;5.06;6.27
9.18;37.05;19.24;2.94;5.12;11.93;3.62;1.50;2.31;5.25;6.37
9.28;38.08;19.45;3.03;5.05;12.32;3.73;1.52;2.34;5.31;6.38
9.14;37.46;19.36;3.09;5.04;12.17;3.78;1.51;2.33;5.23;6.37
8.66;35.66;18.10;2.85;4.63;11.51;3.38;1.42;2.25;4.98;6.05
8.63;36.19;18.51;2.86;4.88;11.55;3.51;1.43;2.20;4.94;6.13
8.95;36.90;19.12;2.88;4.90;11.77;3.62;1.47;2.33;5.21;6.25
8.78;36.95;18.59;2.91;4.85;11.81;3.51;1.51;2.24;5.09;6.24
8.64;34.80;17.63;2.78;4.64;10.96;3.36;1.39;2.20;4.81;5.97
8.52;34.80;17.92;2.78;4.70;11.13;3.36;1.39;2.15;4.87;5.92
8.49;34.85;17.69;2.79;4.65;11.11;3.43;1.40;2.21;4.83;5.99
8.75;35.89;18.15;2.86;4.76;11.55;3.45;1.49;2.26;5.00;6.19
9.28;38.28;19.59;3.05;5.15;12.27;3.75;1.59;2.42;5.34;6.49
9.48;38.31;20.12;3.16;5.16;12.32;3.74;1.55;2.39;5.55;6.64
9.72;39.41;20.10;3.20;5.22;12.33;3.85;1.57;2.48;5.55;6.65
9.34;37.66;19.68;3.09;5.11;12.18;3.72;1.58;2.33;5.36;6.43
8.64;35.48;17.86;2.88;4.67;10.89;3.34;1.38;2.19;4.95;5.93
8.24;33.71;17.45;2.82;4.57;10.62;3.33;1.36;2.15;4.91;5.82
8.55;34.49;17.39;2.78;4.53;10.87;3.34;1.42;2.15;4.81;5.72
8.05;32.76;17.15;2.76;4.36;10.64;3.31;1.38;2.10;4.69;5.63
8.19;33.16;17.27;2.71;4.43;10.52;3.27;1.38;2.10;4.65;5.76
8.02;33.80;17.15;2.69;4.40;10.55;3.19;1.37;2.09;4.73;5.61
8.08;32.61;17.15;2.66;4.45;10.31;3.15;1.36;2.06;4.61;5.48
